Organization Code,Organization Name,Audience Provider ID
182_2432,"South Williamsport Area School District",4	
182_2436,"Southern Columbia Area School District",4	
182_2440,"Southern Tioga School District",4	
182_2452,"St Ambrose School",4	
182_3300,"St Anns Basilica",4	
182_2472,"St Clare/St Paul School",4	
182_2476,"St Columba School",4	
182_2480,"St Jerome Regional School",4	
182_2488,"St John Neumann/Palmerton",4	
182_1624,"St John Neumann/Williamsport",4	
182_3824,"St John the Evangelist",4	
182_3696,"St John the Evangelist - Pittston",4	
182_3640,"St John Vianney Parish",4	
182_2988,"St Joseph Ctr for Special Learning",4	
182_2500,"St Joseph Regional Academy",4	
182_3836,"St Joseph's School/Danville",4	
182_3384,"St Josephs Oblates",4	
182_2508,"St Judes/Mountaintop",4	
182_3540,"St Lukes Child Care Center",4	
182_3868,"St Mark / St John Episcopal Church",4	
182_2516,"St Mary of Mt Carmel/Dunmore",4	
182_3248,"St Marys of the Mount",4	
182_2992,"St Michael the Archangel",4	
182_2532,"St Nicholas School/Minersville",4	
182_2540,"St Pauls Lutheran Preschool",4	
182_2544,"St Stanislaus Elementary",4	
182_2996,"Step By Step Day Options",4	
182_3056,"STEP Office of Aging",4	
182_3488,"Step, Inc.",4	
182_3760,"Stroehmann Federal Credit Union",4	
182_2556,"Stroudsburg Area School District",4	
182_2560,"Sts Nicholas-Mary/Wilkes-Barre",4	
182_2920,"Sullivan County Courthouse",4	
182_2572,"Sullivan County School District",4	
182_2908,"Sullivan Cty Senior Centers",4	
182_1600,"Summit Christian Academy",4	
182_2580,"Sunbury Christian Academy",4	
182_1380,"Sunflower Child Care Center",4	
182_1384,"Sunflower Sprouts Learning Center",4	
182_3256,"Sunshine Gymnastics",4	
182_2588,"Susquehanna Community SD",4	
182_2848,"Susquehanna County CTC",4	
182_3504,"Susquehanna County Transportation",4	
182_2592,"Susquehanna University",4	
182_3192,"Susquehanna Valley Child Development",4	
182_2600,"Tamaqua Area School District",4	
182_2984,"Tamaqua Child Care Center",4	
182_1400,"Temple Bnai Brith School",4	
182_2604,"Temple Israel/Wilkes-Barre",4	
182_3232,"test college",4	
182_3236,"test elementary",4	
182_3240,"test high school",4	
182_3616,"testing export to web",4	
182_3360,"The Crossings Premium Outlets",4	
182_2852,"Throop Civic Center Daycare",4	
182_1404,"Tiny Tots Learning Center / Old Forge",4	
182_3084,"Tiny Treasures Child Care Center",4	
182_2912,"Tioga Cty Senior Centers",4	
182_2756,"Tobyhanna Army Depot",4	
182_3404,"Tobyhanna Kids, Inc.",4	
182_1412,"Totsville Child Care",4	
182_2608,"Towanda Area School District",4	
182_1416,"Treasure House - All Centers",4	
182_1424,"Treasure House - Blakely",4	
182_1428,"Treasure House - Chinchilla",4	
182_1432,"Treasure House - Hawley",4	
182_1436,"Treasure House - Honesdale",4	
182_1440,"Treasure House - Montrose",4	
182_1444,"Treasure House - Scranton",4	
182_1452,"Treasure House - Taylor",4	
182_2612,"Tri Valley School District",4	
182_2616,"Triboro Christian Academy",4	
182_3276,"Trinity Academy",4	
182_2624,"Troy Area School District",4	
182_2880,"Trucksville Early Childhood Education",4	
182_2628,"Tunkhannock Area School District",4	
182_2888,"UCP/Scranton",4	
182_3008,"UNC - Bellevue Child Care Ctr",4	
182_3000,"UNC - Green Ridge Child Care Ctr",4	
182_3004,"UNC - Progressive Child Care Ctr",4	
182_3252,"Union Snyder Senior Centers",4	
182_3092,"Union Snyder Transportation Alliance",4	
182_2632,"United Hebrew Institute",4	
182_2636,"University of Scranton",4	
182_3080,"Up-Side Down Town Early LC",4	
182_3316,"URS / Hazleton",4	
182_2644,"Valley View School District",4	
182_3372,"Valmont Newmark",4	
182_3556,"Victims Intervention Program",4	
182_1472,"Villa Daycare Center",4	
182_3876,"Vineyard Christian Child Center",4	
182_3608,"VNA Hospice and Home Health",4	
182_2648,"Wallenpaupack School District",4	
182_2652,"Walnut Street Christian/Jersey Shore",4	
182_2656,"Warrior Run School District",4	
182_3740,"WAT Federal Credit Union",4	
182_2660,"Watsontown Christian Academy",4	
182_2960,"Wayne County Agency on Aging",4	
182_3388,"Wayne County Courthouse",4	
182_2664,"Wayne Highlands School District",4	
182_2668,"Weatherly Area School District",4	
182_1476,"Wee Care Daycare",4	
182_1480,"Wee Little Angels",4	
182_1484,"Wee Wons, Inc.",4	
182_2672,"Wellsboro Area School District",4	
182_3216,"West Branch School",4	
182_3184,"West End Library",4	
182_3680,"West Pharmaceutical/Jersey Shore",4	
182_2676,"West Side CTC",4	
182_2680,"Western Wayne School District",4	
182_3848,"When I Grow Up Childcare and LC",4	
182_2684,"Whitehall-Coplay School District",4	
182_2688,"Wilkes University",4	
182_2692,"Wilkes-Barre Academy",4	
182_2700,"Wilkes-Barre Area CTC",4	
182_2696,"Wilkes-Barre Area School District",4	
182_3444,"Wilkes-Barre Family YMCA",4	
182_2812,"Wilkes-Barre Family YMCA Daycare",4	
182_3832,"Wilkes-Barre VAMC",4	
182_2704,"Williamsport Area School District",4	
182_2708,"Williamsport Christian School",4	
182_3332,"Williamsport Federal Bldg/Courthouse",4	
182_3624,"World of Little League Museum",4	
182_2712,"Wyalusing Area School District",4	
182_2716,"Wyoming Area Catholic School",4	
182_2720,"Wyoming Area School District",4	
182_3428,"Wyoming County Offices",4	
182_2724,"Wyoming Seminary - Lower School",4	
182_2872,"Wyoming Seminary - Upper School",4	
182_2728,"Wyoming Valley 7th Day Advent School",4	
182_3604,"Wyoming Valley Alcohol-Drug",4	
182_1492,"Wyoming Valley Childrens Association",4	
182_2732,"Wyoming Valley Montessori School",4	
182_2736,"Wyoming Valley West School District",4	
182_3820,"Your Loving Choices, Inc.",4	
